13873
544953	3	9	12	9	650
544958	3	5	7	9	700
544959	7	7	7	6	850
544962	4	6	6	6	500
544964	3	6	8	7	700
544965	5	5	6	5	650
544968	7	4	6	7	300
544969	5	3	9	7	300
544972	3	5	4	6	750
544976	2	6	7	8	750
544977	7	5	7	5	450
544978	5	7	9	7	650
544979	7	6	6	3	650
544981	2	3	5	5	750
544983	4	10	10	10	850
544987	4	5	10	8	650
544988	3	5	8	6	600
544989	7	6	5	6	400
544990	3	4	7	10	650
544991	5	7	5	7	750
544993	7	5	7	5	600
544994	6	4	7	5	750
544995	5	7	8	11	500
544996	6	5	10	7	650
544998	2	4	8	10	750
544999	5	4	9	4	500
545006	3	2	6	7	750
545007	4	4	13	6	850
545008	0	4	6	8	850
545009	5	2	6	4	400
545014	5	4	8	6	500
545015	6	8	6	9	550
545016	6	4	4	7	650
545022	6	7	6	9	900
545024	8	7	7	9	800
545030	8	10	11	8	950
545032	7	4	11	8	550
545033	5	3	8	4	300
545035	2	6	7	4	400
545036	8	10	8	10	900
545037	2	6	9	7	950
545038	2	5	11	6	900
545040	5	7	9	6	850
545041	5	6	10	7	800
545043	8	9	12	11	900
545044	5	2	5	6	450
545046	7	9	11	9	750
545047	6	5	11	7	750
545050	5	7	7	8	600
545051	6	4	9	7	700
545055	6	7	9	7	750
545058	5	2	8	9	800
545060	6	9	12	13	800
545064	4	7	7	10	650
545068	7	7	8	5	500
545069	4	7	9	11	600
545071	5	8	5	1	550
545073	7	10	6	11	650
545079	3	4	3	6	800
545082	5	9	10	10	750
545083	0	4	3	8	450
545094	6	3	5	4	350
545099	4	4	7	5	450
545102	8	5	9	8	850
545103	4	2	9	6	700
545107	3	6	8	8	600
545110	2	6	8	8	500
545111	2	4	8	9	650
545113	4	5	7	8	850
545115	4	8	9	8	750
545119	5	2	6	4	650
545121	11	10	12	12	800
545122	5	10	5	8	750
545126	4	8	10	8	800
545136	7	2	5	9	600
545137	7	9	9	9	850
545138	6	10	8	10	750
545142	6	8	10	10	500
545148	6	12	13	11	650
545149	6	4	11	10	650
545150	8	10	13	10	900
545153	5	3	5	6	500
545157	4	3	6	8	350
545161	5	5	10	7	650
545162	2	5	5	6	500
545172	2	4	6	4	550
545176	4	4	6	6	500
545177	4	5	3	6	500
545179	5	8	8	10	850
545180	4	4	6	5	650
545181	6	11	12	9	750
545182	7	6	11	10	650
545184	2	7	8	10	750
545185	4	6	11	8	1000
545188	7	8	6	10	800
545194	3	4	4	5	500
545195	6	6	4	4	600
545196	5	6	13	10	700
545200	6	9	9	8	750
545203	5	3	8	9	550
545204	6	8	4	5	500
545216	4	2	7	3	350
545229	4	7	12	9	700
545230	4	3	9	11	900
545232	3	5	4	6	500
545233	3	4	9	7	550
545234	5	5	11	6	750
545236	3	5	4	5	350
545239	4	7	11	10	500
545242	7	9	9	12	650
545243	5	7	10	8	600
545247	7	8	9	11	1000
545249	2	3	7	7	550
545250	5	4	9	12	500
545252	5	9	9	11	950
545253	3	3	7	4	700
545254	5	6	8	6	600
545255	2	2	6	4	550
545256	4	2	6	6	300
545257	4	4	8	8	650
545258	5	6	10	8	650
545260	4	4	8	7	550
545263	4	6	11	10	750
545265	2	8	8	8	750
545267	7	9	9	8	900
545271	5	4	4	3	700
545276	4	6	7	9	650
545280	5	4	6	7	850
545282	6	7	9	7	600
545290	6	6	7	5	750
545291	3	9	10	11	750
545298	4	5	7	5	750
545299	4	5	6	9	750
545301	6	3	7	5	550
545304	8	7	12	12	800
545306	11	10	13	10	900
545309	9	7	10	10	950
545310	6	6	12	8	750
545314	2	4	12	9	700
545316	5	2	8	7	400
545317	5	5	5	5	500
545318	5	6	9	7	600
545319	2	7	9	9	600
545320	5	10	8	9	800
545322	7	3	6	8	500
545326	8	9	8	9	850
545328	0	7	7	7	900
545332	2	2	3	5	550
545333	5	4	8	5	750
545335	4	7	8	6	600
545337	6	6	6	2	450
545344	4	7	8	8	700
545345	6	1	7	8	350
545348	7	8	12	7	950
545349	9	10	11	12	850
545355	6	6	5	6	700
545360	5	2	6	7	700
545365	2	5	6	6	500
545367	6	6	9	7	650
545368	6	4	7	7	550
545371	5	4	7	10	750
545373	5	6	11	9	650
545375	4	9	10	8	900
545376	4	3	10	2	550
545382	4	2	6	10	550
545383	3	3	3	8	500
545385	6	5	6	4	300
545386	5	7	11	10	850
545388	8	7	10	11	650
545389	9	13	10	12	850
545395	8	12	9	10	700
545400	5	6	10	8	800
545402	6	9	9	7	850
545406	3	7	5	6	450
545408	2	5	3	5	700
545410	6	9	12	9	950
545411	8	5	9	7	650
545414	9	10	12	12	900
545416	5	4	7	7	750
545418	4	5	4	3	250
545419	5	4	5	9	650
545420	6	6	8	10	250
545426	3	4	8	8	800
545427	13	12	12	13	950
545429	4	5	7	7	750
545430	11	13	13	13	900
545434	7	7	5	10	500
545436	4	1	6	5	500
545439	5	8	11	9	550
545440	4	8	9	8	950
545442	7	11	10	12	900
545443	6	7	5	5	600
545445	4	6	10	10	650
545452	8	10	12	10	750
545453	7	9	12	11	750
545454	6	7	9	10	900
545455	5	10	14	12	750
545457	2	6	6	6	900
545459	4	6	4	5	650
545461	9	8	10	12	900
545463	4	5	8	6	650
545464	6	5	9	8	550
545465	3	7	4	7	750
545470	5	5	8	11	500
545472	6	6	6	6	600
545476	3	5	5	6	500
545477	5	3	5	5	600
545478	9	9	8	6	600
545480	5	2	7	6	550
545482	5	5	5	7	700
545484	4	8	8	9	850
545485	2	6	10	11	750
545486	5	4	6	5	750
545492	5	6	4	4	350
545500	2	2	4	7	450
545502	7	6	7	8	850
545506	4	8	6	6	900
545510	10	3	12	9	950
545512	4	6	8	10	850
545513	4	6	11	9	700
545519	4	5	4	3	500
545522	9	11	11	11	950
545523	7	2	7	11	700
545524	6	4	6	7	500
545525	4	9	9	11	850
545527	4	3	6	5	650
545528	7	5	6	6	700
545533	3	7	10	8	550
545535	0	4	4	6	500
545537	4	5	9	8	400
545540	2	5	7	7	600
545542	6	11	10	10	650
545543	4	6	6	7	700
545544	3	5	5	5	550
545545	6	7	10	10	800
545550	9	12	9	11	950
545552	4	2	3	3	550
545553	2	7	8	7	650
545556	3	3	4	2	650
545557	4	7	1	7	550
545558	4	3	6	3	450
545561	4	3	8	8	600
545562	8	8	10	9	850
545565	4	5	4	6	450
545566	4	9	5	7	750
545571	5	7	7	12	750
545576	9	5	5	5	500
545579	8	10	12	11	950
545581	4	5	9	4	800
545583	6	7	8	7	950
545586	0	6	4	8	600
545590	7	2	6	9	500
545591	5	6	9	6	450
545592	5	4	8	9	700
545593	4	4	9	7	650
545594	5	3	4	5	250
545596	4	3	7	3	450
545599	6	9	13	9	950
545608	6	8	11	12	900
545609	6	4	8	6	550
545610	6	12	9	12	950
545611	10	10	11	12	950
545612	3	5	6	5	500
545613	5	5	3	9	300
545614	3	11	9	10	500
545615	4	10	10	8	750
545616	5	6	10	9	750
545617	7	3	8	6	550
545618	4	7	8	8	750
545623	2	4	4	7	900
545624	9	13	12	12	800
545625	5	8	8	9	900
545628	5	5	3	3	500
545629	3	5	8	7	700
545630	0	4	11	9	750
545633	10	10	11	13	700
545634	5	5	10	10	800
545635	3	6	8	8	750
545636	7	5	11	10	600
545638	7	10	10	12	900
545639	4	9	10	8	650
545642	5	5	9	10	650
545644	8	7	8	9	950
545647	9	11	9	13	950
545651	3	5	8	4	900
545652	4	4	7	10	900
545653	8	9	9	12	750
545655	2	4	7	6	800
545656	5	6	10	8	750
545657	10	11	9	12	850
545658	5	4	6	3	500
545660	4	5	6	9	550
545663	4	3	5	2	550
545664	4	6	9	8	600
545666	9	5	10	9	900
545671	6	9	8	11	850
545678	5	9	10	11	950
545683	4	5	1	6	400
545685	3	3	3	5	450
545687	4	7	7	8	800
545690	2	2	4	3	500
545692	3	8	7	9	700
545698	5	4	5	8	750
545699	4	3	10	5	450
545700	3	6	5	8	550
545701	6	9	8	7	750
545703	4	9	13	7	850
545704	4	1	5	6	600
545706	10	14	13	14	850
545710	6	4	8	7	700
545711	13	14	13	13	950
545716	6	7	8	12	900
545717	8	11	12	9	750
545718	4	6	9	9	800
545721	7	9	11	11	850
545722	4	6	9	8	600
545724	2	3	8	8	650
545726	5	7	6	8	500
545727	6	12	11	10	700
545728	4	4	6	4	600
545730	2	5	10	10	850
545731	5	5	8	6	550
545735	3	5	7	7	750
545738	6	6	11	7	550
545739	3	2	6	3	600
545743	8	11	11	11	900
545744	4	2	7	7	800
545747	4	4	7	7	550
545748	3	6	6	7	650
545750	7	4	6	9	600
545751	5	1	8	8	600
545758	9	12	11	12	750
545761	3	6	7	7	650
545763	7	11	10	12	700
545764	5	6	4	3	300
545765	3	5	8	6	700
545767	7	8	10	9	750
545771	3	4	4	5	500
545776	4	4	3	5	650
545778	5	3	4	8	600
545779	9	5	6	3	650
545780	3	6	6	5	700
545785	7	1	6	4	400
545788	4	3	3	4	500
545794	5	2	6	4	650
545795	4	5	7	10	750
545796	5	6	10	7	550
545798	3	6	8	6	700
545799	6	6	11	12	550
545801	5	7	8	6	850
545802	7	8	9	12	950
545804	8	6	10	8	850
545805	3	3	4	1	550
545806	2	5	11	4	450
545807	5	7	9	9	750
545808	6	6	8	9	750
545814	5	5	6	10	500
545818	2	7	10	8	850
545819	4	4	3	4	700
545820	6	9	10	10	850
545822	4	8	10	8	750
545826	2	4	5	4	400
545830	3	5	8	7	500
545836	5	7	4	6	750
545842	3	6	7	10	850
545845	8	6	7	9	750
545847	4	8	9	13	850
545849	7	3	9	6	850
545857	10	12	9	8	850
545858	5	3	6	6	500
545860	3	5	7	5	550
545863	6	5	7	5	800
545866	8	11	12	10	800
545869	5	6	8	5	800
545870	4	5	4	3	450
545871	3	7	7	8	650
545872	3	5	4	7	650
545874	8	8	10	11	750
545875	7	7	8	11	650
545876	8	8	10	10	950
545877	3	4	12	6	750
545878	4	6	12	10	950
545881	4	4	3	4	650
545884	6	1	7	3	350
545885	7	8	8	11	950
545892	2	3	2	4	400
545893	4	4	7	6	650
545895	5	4	9	7	850
545896	7	13	14	13	850
545898	3	5	7	6	950
545902	4	4	10	4	750
545906	7	5	12	8	850
545909	2	5	4	6	500
545911	7	4	7	2	500
545915	2	7	2	4	550
545916	0	3	7	6	700
545918	6	5	9	9	600
545919	4	3	8	5	500
545921	2	8	3	7	500
545924	6	9	12	9	950
545925	0	3	3	7	750
545926	4	5	8	6	550
545933	5	4	3	8	750
545934	8	10	10	8	950
545945	4	3	8	7	900
545947	6	2	8	4	700
545949	4	7	6	6	450
545950	4	8	10	8	850
545951	4	4	12	8	550
545952	6	6	9	1	450
545957	2	5	5	3	500
545958	2	4	5	3	500
545965	5	3	6	5	700
545973	5	5	10	8	950
545975	4	6	11	12	400
545978	4	6	5	8	400
545982	3	6	4	6	900
545983	5	7	8	10	650
545987	5	5	7	9	800
545989	6	6	8	9	900
545990	5	7	10	8	900
545993	8	10	10	9	650
545994	5	6	8	5	600
545995	2	5	8	7	550
545997	3	6	8	8	450
545998	5	3	10	7	400
